epoch,train loss,validation loss
0,0.6416695528514115,0.5410247590763375
1,0.43797484302010675,0.3395661907365856
2,0.3508292004132005,0.29692902176584124
3,0.32920763183532714,0.28340768721374
4,0.31751778939019476,0.27660323106700946
5,0.3103975946332869,0.27343382769025254
6,0.3035830031130499,0.2665419500478213
7,0.29937000846482065,0.2663062590826646
8,0.297628444193427,0.2603902548880934
9,0.28918445241501295,0.26012493238749684
10,0.28690186497260656,0.25631319051680873
11,0.2822320546540356,0.26278268788322484
12,0.28032774448986614,0.2582536335124181
13,0.2754768323939195,0.2520042478769859
14,0.27156628633987845,0.2517224285283442
15,0.2666167039437528,0.24887375240193202
16,0.26389387871985037,0.2486593576420344
17,0.261550625459188,0.24774487268422113
18,0.2584025195953924,0.24951938049645878
19,0.2565387706390995,0.24604078960184478
20,0.25270531949257213,0.24490967496613522
21,0.24738868802697403,0.24508833377711656
22,0.2513546107466724,0.2460206320575647
23,0.24129784364687626,0.24567444413302622
24,0.23548245304913834,0.2460167974026243
25,0.2391073480378106,0.24946271211848217
26,0.23042279844311392,0.24578302896174065
27,0.23024927780424173,0.24327196462008976
28,0.22527899704389262,0.24290280858366595
29,0.22045724711986558,0.24383303316899416
30,0.21388940197958198,0.24548386634494065
31,0.2131050510011855,0.246713928228707
32,0.2102231710938717,0.24778260264394716
33,0.20379388047431238,0.24818971956844854
34,0.20455983336048222,0.2450818221587604
35,0.19968662367578247,0.24688313844698742
36,0.19933945838083983,0.2488049294096595
37,0.19374096795362855,0.2486369437093965
38,0.1901561670872484,0.25097448155863383
39,0.1856368762136958,0.2567774238910433
40,0.180492772018425,0.25180071538655036
41,0.17467485362913068,0.2564327476993722
42,0.1734549397302755,0.2573042224042005
43,0.16894650689007523,0.25631295773419893
44,0.16931386439634794,0.25652070144039657
45,0.1613157886334129,0.25825197531754396
46,0.15835348602656224,0.25904380918964226
47,0.15333392962390854,0.26333590511215843
48,0.14975848266974431,0.26467893451049684
49,0.15045100489526617,0.26947524012769775
