epoch,train loss,validation loss
0,0.6009186778244245,0.4727236394702558
1,0.39912609404892857,0.35053101274734827
2,0.3453997941258742,0.3259268178254439
3,0.33033891032271645,0.3164514833595985
4,0.31946603032925236,0.3119004232584698
5,0.3148831163711289,0.3093485678443159
6,0.306642826078431,0.30229253660548816
7,0.2999164588650271,0.2987388212059874
8,0.2967759852216578,0.2964453279703587
9,0.29865412198106245,0.2948974516184773
10,0.28524870634414523,0.2936210065811604
11,0.28412354530703693,0.2926126969436658
12,0.2776558163328937,0.292461927678134
13,0.27537790515527755,0.2887125380160279
14,0.27364336146821505,0.2933017707427538
15,0.27222742563992464,0.28865844776501526
16,0.2668260115165427,0.2875147312025278
17,0.2651138640932563,0.286034201228355
18,0.2569881234680252,0.2852841907598072
19,0.2556361943757888,0.2852959462992975
20,0.24971436239557843,0.28483530947363445
21,0.2519464589769789,0.28669998340192726
22,0.2464537784373321,0.2859999349525383
23,0.24523158453199,0.2846475558555292
24,0.24146299132793198,0.2862500828934145
25,0.23528658156507212,0.28500346447677516
26,0.2310346793066882,0.2847821492942799
27,0.22672363890596153,0.28691260781471695
28,0.2253082319194243,0.29066291212254525
29,0.2275054694533714,0.28624742793607283
30,0.21681574936746453,0.28834422685688
31,0.21124237537795837,0.2874351114791305
32,0.21468389616285888,0.28928871524812355
33,0.20555492772538683,0.28887905265882696
34,0.2095947901326534,0.2928538547857778
35,0.2016091237963771,0.29010000327002505
36,0.19588295016342444,0.29072226409439567
37,0.19101756785213642,0.2923372132821126
38,0.18483701783900616,0.29641553658281167
39,0.17920019009523283,0.29426666774484195
40,0.18375189625863042,0.29623397257267503
41,0.17516427262778658,0.29804283863789327
42,0.17207333490389762,0.29968615243612595
43,0.1661009563882373,0.3037671930447257
44,0.16129706227425544,0.30380617749681244
45,0.15893930137584494,0.3040471652020791
46,0.15401317390518887,0.3055049926896841
47,0.15037375272174452,0.3079426273227617
48,0.1490150091805502,0.3111614586875441
49,0.14023290792653603,0.3127038617001314
