epoch,train loss,validation loss
0,0.5875251603224139,0.4482731976829329
1,0.37440157185252393,0.35197963312353686
2,0.32722298379076176,0.33789504174811247
3,0.3114864772729034,0.3325262016492433
4,0.3062206741975298,0.3266501825037401
5,0.2995789926579201,0.3234839751327946
6,0.2947602555293022,0.32153454230126544
7,0.28983370459189556,0.3189795604501954
8,0.2877698166831611,0.3197440177958877
9,0.27999615963308205,0.3165874037949596
10,0.27403125470025635,0.3219231998305356
11,0.27465382032287033,0.310625366555385
12,0.2751641651075962,0.30944226722459534
13,0.26631604436720163,0.3089957634119788
14,0.26549351757112033,0.31137121700049425
15,0.25977709413245853,0.3079365866287725
16,0.25525784614508323,0.3080165090861621
17,0.251207518681289,0.30505189292261
18,0.2474025348435893,0.30503771721975026
19,0.2501048066263433,0.30331210803048325
20,0.24654491750891402,0.3085816151094085
21,0.2396526311214407,0.30507481239742185
22,0.2386637508503124,0.3019777868342732
23,0.2326513951608078,0.30109667255681233
24,0.23157619117256806,0.3005577204268453
25,0.22664813125389746,0.3020182278291013
26,0.21879840822339425,0.2983523657534769
27,0.2168757920102917,0.3004970411898951
28,0.2141787005163264,0.2997307783750898
29,0.21071389529057144,0.29844697043116614
30,0.2125469572209165,0.302567703620417
31,0.20427449195356914,0.3046824243789223
32,0.20020932330689875,0.2989728155924979
33,0.1984838688507783,0.30046131096347056
34,0.19565703155379457,0.29957402694625607
35,0.1932756606150064,0.30182075266170266
36,0.18806205543183255,0.3074450821392269
37,0.18823673591521037,0.30751511779210294
38,0.18075298025151723,0.3056385051901471
39,0.17552458279849076,0.30679402841494574
40,0.17354182090339543,0.30520928145236015
41,0.16810760957435794,0.3082430211371032
42,0.1627066922559953,0.3087232385279213
43,0.1597666498704479,0.3116408596753488
44,0.1607608092599906,0.3105537811817447
45,0.1578822790661268,0.3121165287094366
46,0.14932962183210477,0.31436632389323227
47,0.1475920817320032,0.31811516871713985
48,0.14046287477748542,0.3197150645834027
49,0.14199654770406878,0.3207401951544603
